Transaction Date,Total amount Withdrawn,Weekday,Festival Religion,Working Day,Holiday Sequence
2013-02-01,469500,0,4,1,6
2013-02-02,289000,2,4,0,4
2013-02-03,338700,3,4,0,1
2013-02-04,231400,1,4,1,3
2013-02-05,367000,5,4,1,7
2013-02-06,235900,6,4,1,7
2013-02-07,597700,4,4,1,7
2013-02-08,234200,0,4,1,6
2013-02-09,139000,2,4,0,4
2013-02-10,407900,3,4,0,1
2013-02-11,292200,1,4,1,3
2013-02-12,459000,5,4,1,7
2013-02-13,282300,6,4,1,7
2013-02-14,282700,4,4,1,7
2013-02-15,297300,0,4,1,6
2013-02-16,234100,2,4,0,4
2013-02-17,381000,3,4,0,1
2013-02-18,293600,1,4,1,3
2013-02-19,241100,5,4,1,7
2013-02-20,380200,6,4,1,7
2013-02-21,192900,4,4,1,7
2013-02-22,194300,0,4,1,6
2013-02-23,175300,2,4,0,4
2013-02-24,243100,3,4,0,1
2013-02-25,391600,1,4,1,3
2013-02-26,304200,5,4,1,7
2013-02-27,338000,6,4,1,7
2013-02-28,457200,4,4,1,7
2013-03-01,245300,0,4,1,6
2013-03-02,122300,2,4,0,4
2013-03-03,201000,3,4,0,1
2013-03-04,319700,1,4,1,3
2013-03-05,253100,5,4,1,7
2013-03-06,286800,6,4,1,7
2013-03-07,308500,4,4,1,7
2013-03-08,275000,0,4,1,6
2013-03-09,379300,2,4,0,4
2013-03-10,304000,3,4,0,3
2013-03-11,263700,1,4,1,3
2013-03-12,426200,5,4,1,7
2013-03-13,286400,6,4,1,7
2013-03-14,337800,4,4,1,7
2013-03-15,453000,0,4,1,6
2013-03-16,331100,2,4,0,4
2013-03-17,305200,3,4,0,1
2013-03-18,313500,1,4,1,3
2013-03-19,207400,5,4,1,7
2013-03-20,444200,6,4,1,7
2013-03-21,272700,4,4,1,7
2013-03-22,257000,0,4,1,6
2013-03-23,219300,2,4,0,4
2013-03-24,269600,3,4,0,1
2013-03-25,295700,1,4,1,3
2013-03-26,254200,5,4,1,7
2013-03-27,91200,6,4,1,7
2013-03-28,360000,4,4,1,6
2013-03-29,361100,0,0,0,4
2013-03-30,388500,2,4,0,0
2013-03-31,379800,3,4,0,1
2013-04-01,377700,1,4,1,3
2013-04-02,404600,5,4,1,7
2013-04-03,297700,6,4,1,7
2013-04-04,297500,4,4,1,7
2013-04-05,400200,0,4,1,6
2013-04-06,222900,2,4,0,4
2013-04-07,370000,3,4,0,1
2013-04-08,295600,1,4,1,3
2013-04-09,274600,5,4,1,7
2013-04-10,458200,6,4,1,6
2013-04-11,403300,4,1,0,5
2013-04-12,319500,0,4,1,2
2013-04-13,263200,2,4,0,4
2013-04-14,233300,3,3,0,1
2013-04-15,337000,1,4,1,3
2013-04-16,443400,5,4,1,7
2013-04-17,228400,6,4,1,7
2013-04-18,148500,4,4,1,7
2013-04-19,332900,0,4,1,6
2013-04-20,389200,2,4,0,4
2013-04-21,240800,3,4,0,1
2013-04-22,211900,1,4,1,3
2013-04-23,360600,5,4,1,6
2013-04-24,309300,6,1,0,5
2013-04-25,282300,4,4,1,3
2013-04-26,309600,0,4,1,6
2013-04-27,475300,2,4,0,4
2013-04-28,307000,3,4,0,1
2013-04-29,310500,1,4,1,3
2013-04-30,460800,5,4,1,6
2013-05-01,355500,6,3,0,5
2013-05-02,236800,4,4,1,3
2013-05-03,575300,0,4,1,6
2013-05-04,276500,2,4,0,4
2013-05-05,572600,3,4,0,1
2013-05-06,197500,1,4,1,3
2013-05-07,210700,5,4,1,7
2013-05-08,450400,6,4,1,7
2013-05-09,348900,4,4,1,7
2013-05-10,315400,0,4,1,6
2013-05-11,338400,2,4,0,4
2013-05-12,329000,3,4,0,1
2013-05-13,423000,1,4,1,3
2013-05-14,405000,5,4,1,7
2013-05-15,357900,6,4,1,7
2013-05-16,291200,4,4,1,7
2013-05-17,169300,0,4,1,6
2013-05-18,443200,2,4,0,4
2013-05-19,321500,3,4,0,1
2013-05-20,262300,1,4,1,3
2013-05-21,425500,5,4,1,7
2013-05-22,425400,6,4,1,7
2013-05-23,327100,4,4,1,7
2013-05-24,283000,0,4,1,6
2013-05-25,136900,2,1,0,4
2013-05-27,102500,1,4,1,3
2013-05-28,191300,5,4,1,7
2013-05-29,219200,6,4,1,7
2013-05-30,289500,4,4,1,7
2013-05-31,401400,0,4,1,6
2013-06-01,431100,2,4,0,4
2013-06-02,467400,3,4,0,1
2013-06-03,328600,1,4,1,3
2013-06-04,408100,5,4,1,7
2013-06-05,288500,6,4,1,7
2013-06-06,293400,4,4,1,7
2013-06-07,209700,0,4,1,6
2013-06-08,473500,2,4,0,4
2013-06-09,379000,3,4,0,1
2013-06-10,309600,1,4,1,3
2013-06-11,484000,5,4,1,7
2013-06-12,341500,6,4,1,7
2013-06-13,325500,4,4,1,7
2013-06-14,382900,0,4,1,6
2013-06-15,421900,2,4,0,4
2013-06-16,332700,3,4,0,1
2013-06-17,387200,1,4,1,3
2013-06-18,397300,5,4,1,7
2013-06-19,344000,6,4,1,7
2013-06-20,557700,4,4,1,7
2013-06-21,268600,0,4,1,6
2013-06-22,463800,2,4,0,4
2013-06-23,179800,3,4,0,1
2013-06-24,218800,1,4,1,3
2013-06-25,196000,5,4,1,7
2013-06-26,162100,6,4,1,7
2013-06-27,346000,4,4,1,7
2013-06-28,320800,0,4,1,6
2013-06-29,407100,2,4,0,4
2013-06-30,425600,3,4,0,1
2013-07-01,273400,1,4,1,3
2013-07-02,342500,5,4,1,7
2013-07-03,426300,6,4,1,7
2013-07-04,568600,4,4,1,7
2013-07-05,375400,0,4,1,6
2013-07-06,334300,2,4,0,4
2013-07-07,531100,3,4,0,1
2013-07-08,328400,1,4,1,3
2013-07-09,509900,5,4,1,7
2013-07-10,471700,6,4,1,7
2013-07-11,357200,4,4,1,7
2013-07-12,280600,0,4,1,6
2013-07-13,285500,2,4,0,4
2013-07-14,175200,3,4,0,1
2013-07-15,341500,1,4,1,3
2013-07-16,475300,5,4,1,7
2013-07-17,517800,6,4,1,7
2013-07-18,431200,4,4,1,7
2013-07-19,484700,0,4,1,6
2013-07-20,227200,2,4,0,4
2013-07-21,379800,3,4,0,1
2013-07-22,295800,1,4,1,3
2013-07-23,218800,5,4,1,7
2013-07-24,285600,6,4,1,7
2013-07-25,272700,4,4,1,7
2013-07-26,295200,0,4,1,6
2013-07-27,199700,2,4,0,4
2013-07-28,324400,3,4,0,1
2013-07-29,297400,1,4,1,3
2013-07-30,259700,5,4,1,7
2013-07-31,240500,6,4,1,7
2013-08-01,495900,4,4,1,7
2013-08-02,586900,0,4,1,6
2013-08-03,292900,2,4,0,4
2013-08-04,373100,3,4,0,1
2013-08-05,362800,1,4,1,3
2013-08-06,292200,5,4,1,7
2013-08-07,444300,6,4,1,7
2013-08-08,363300,4,4,1,7
2013-08-09,335700,0,4,1,6
2013-08-10,439200,2,4,0,4
2013-08-11,428000,3,4,0,1
2013-08-12,338000,1,4,1,3
2013-08-13,350600,5,4,1,7
2013-08-14,608800,6,4,1,6
2013-08-16,306200,0,4,1,2
2013-08-17,180100,2,4,0,4
2013-08-18,440600,3,4,0,1
2013-08-19,460500,1,4,1,3
2013-08-20,343800,5,4,1,7
2013-08-21,291700,6,4,1,7
2013-08-22,220800,4,4,1,7
2013-08-23,265000,0,4,1,6
2013-08-24,331400,2,4,0,4
2013-08-25,334000,3,4,0,1
2013-08-26,342300,1,4,1,3
2013-08-27,304700,5,4,1,7
2013-08-28,294600,6,4,1,7
2013-08-29,191900,4,4,1,7
2013-08-30,347500,0,4,1,6
2013-08-31,396300,2,4,0,4
2013-09-01,417800,3,4,0,1
2013-09-02,312200,1,4,1,3
2013-09-03,368500,5,4,1,7
2013-09-04,344600,6,4,1,7
2013-09-05,295100,4,4,1,7
2013-09-06,377800,0,4,1,6
2013-09-07,611700,2,4,0,4
2013-09-08,479300,3,4,0,0
2013-09-09,394200,1,1,0,1
2013-09-10,480800,5,4,1,3
2013-09-11,279800,6,4,1,7
2013-09-12,415600,4,4,1,7
2013-09-13,426700,0,4,1,6
2013-09-14,362200,2,4,0,4
2013-09-15,424200,3,4,0,1
2013-09-16,187800,1,4,1,3
2013-09-17,315700,5,4,1,7
2013-09-18,275600,6,4,1,7
2013-09-19,338300,4,4,1,7
2013-09-20,160700,0,4,1,6
2013-09-21,223800,2,4,0,4
2013-09-22,261000,3,4,0,1
2013-09-23,289600,1,4,1,3
2013-09-24,319000,5,4,1,7
2013-09-25,323900,6,4,1,7
2013-09-26,283700,4,4,1,7
2013-09-27,346900,0,4,1,6
2013-09-28,462600,2,4,0,4
2013-09-29,536200,3,4,0,1
2013-09-30,371000,1,4,1,3
2013-10-01,391300,5,4,1,6
2013-10-02,436500,6,3,0,5
2013-10-03,400000,4,4,1,3
2013-10-04,366400,0,4,1,6
2013-10-05,395200,2,4,0,4
2013-10-06,474200,3,4,0,1
2013-10-07,366400,1,4,1,3
2013-10-08,509600,5,4,1,7
2013-10-09,334900,6,4,1,7
2013-10-10,446800,4,4,1,7
2013-10-11,343900,0,4,1,6
2013-10-12,451700,2,4,0,4
2013-10-13,488800,3,4,0,0
2013-10-14,622400,1,1,0,1
2013-10-15,456800,5,4,1,3
2013-10-16,234100,6,4,1,7
2013-10-17,277900,4,4,1,7
2013-10-18,456800,0,4,1,6
2013-10-19,371300,2,4,0,4
2013-10-20,367100,3,4,0,1
2013-10-21,288000,1,4,1,3
2013-10-22,234100,5,4,1,7
2013-10-23,325800,6,4,1,7
2013-10-24,363400,4,4,1,7
2013-10-25,330900,0,4,1,6
2013-10-26,417500,2,4,0,4
2013-10-27,239500,3,4,0,1
2013-10-28,272600,1,4,1,3
2013-10-29,540600,5,4,1,7
2013-10-30,381000,6,4,1,7
2013-10-31,495100,4,4,1,7
2013-11-01,572700,0,4,1,6
2013-11-02,449800,2,4,0,4
2013-11-03,387200,3,1,0,1
2013-11-04,220900,1,4,1,2
2013-11-05,273500,5,2,0,5
2013-11-06,375900,6,4,1,3
2013-11-07,426000,4,4,1,7
2013-11-08,361100,0,4,1,6
2013-11-09,326500,2,4,0,4
2013-11-10,361600,3,4,0,1
2013-11-11,273800,1,4,1,3
2013-11-12,343200,5,4,1,7
2013-11-13,487300,6,4,1,7
2013-11-14,353300,4,4,1,7
2013-11-15,491200,0,4,1,6
2013-11-16,468600,2,4,0,4
2013-11-17,394700,3,4,0,1
2013-11-18,313800,1,4,1,3
2013-11-19,329400,5,4,1,7
2013-11-20,267600,6,4,1,7
2013-11-21,379700,4,4,1,7
2013-11-22,358100,0,4,1,6
2013-11-23,408600,2,4,0,4
2013-11-24,191100,3,4,0,1
2013-11-25,411300,1,4,1,3
2013-11-26,431100,5,4,1,7
2013-11-27,219700,6,4,1,7
2013-11-28,450400,4,4,1,7
2013-11-29,430600,0,4,1,6
2013-11-30,290800,2,4,0,4
2013-12-01,358500,3,4,0,1
2013-12-02,443800,1,4,1,3
2013-12-03,484600,5,4,1,7
2013-12-04,479500,6,4,1,7
2013-12-05,451200,4,4,1,7
2013-12-06,585200,0,4,1,6
2013-12-07,479600,2,4,0,4
2013-12-08,321300,3,4,0,1
2013-12-09,377700,1,4,1,3
2013-12-10,308800,5,4,1,7
2013-12-11,413200,6,4,1,7
2013-12-12,352400,4,4,1,7
2013-12-23,92500,1,4,1,3
2013-12-24,147300,5,4,1,6
2013-12-25,330400,6,0,0,5
2013-12-26,340800,4,4,1,3
2013-12-27,273000,0,4,1,6
2013-12-28,353900,2,4,0,4
2013-12-29,312900,3,4,0,1
2013-12-30,328700,1,4,1,3
2013-12-31,607900,5,4,1,6
2014-01-01,360800,6,0,0,5
2014-01-02,257500,4,4,1,3
2014-01-03,336400,0,4,1,6
2014-01-04,352600,2,4,0,4
2014-01-05,516200,3,4,0,1
2014-01-06,420700,1,4,1,3
2014-01-07,593100,5,4,1,7
2014-01-08,463800,6,4,1,7
2014-01-09,508700,4,4,1,7
2014-01-10,420900,0,4,1,6
2014-01-11,435200,2,4,0,4
2014-01-12,340600,3,4,0,1
2014-01-13,287100,1,4,1,2
2014-01-14,252600,5,1,0,4
2014-01-15,461600,6,1,0,0
2014-01-16,438400,4,1,0,1
2014-01-17,342800,0,4,1,2
2014-01-18,404500,2,4,0,4
2014-01-19,389500,3,4,0,1
2014-01-20,310400,1,4,1,3
2014-01-21,319800,5,4,1,7
2014-01-22,220000,6,4,1,7
2014-01-23,264600,4,4,1,7
2014-01-24,385300,0,4,1,6
2014-01-25,258500,2,4,0,4
2014-01-26,415800,3,3,0,1
2014-01-27,279800,1,4,1,3
2014-01-28,398200,5,4,1,7
2014-01-29,234200,6,4,1,7
2014-01-30,274700,4,4,1,7
2014-01-31,401100,0,4,1,6
2014-02-01,384700,2,4,0,4
2014-02-02,543000,3,4,0,1
2014-02-03,344200,1,4,1,3
2014-02-04,540000,5,4,1,7
2014-02-05,354500,6,4,1,7
2014-02-06,335000,4,4,1,7
2014-02-07,545900,0,4,1,6
2014-02-08,385900,2,4,0,4
2014-02-09,175500,3,4,0,1
2014-02-10,316100,1,4,1,3
2014-02-11,396100,5,4,1,7
2014-02-12,485800,6,4,1,7
2014-02-13,361600,4,4,1,7
2014-02-14,559300,0,4,1,6
2014-02-15,400300,2,4,0,4
2014-02-16,376100,3,4,0,1
2014-02-17,259100,1,4,1,3
2014-02-18,377600,5,4,1,7
2014-02-19,401700,6,4,1,7
2014-02-20,363200,4,4,1,7
2014-02-21,484400,0,4,1,6
2014-02-22,316300,2,4,0,4
2014-02-23,310700,3,4,0,1
2014-02-24,301000,1,4,1,3
2014-02-25,271300,5,4,1,7
2014-02-26,222100,6,4,1,7
2014-02-27,266000,4,4,1,7
2014-02-28,453000,0,4,1,6
2014-03-01,573800,2,4,0,4
2014-03-02,478400,3,4,0,1
2014-03-03,547600,1,4,1,3
2014-03-04,563500,5,4,1,7
2014-03-05,460500,6,4,1,7
2014-03-06,391000,4,4,1,7
2014-03-07,428200,0,4,1,6
2014-03-08,683500,2,4,0,4
2014-03-09,350000,3,4,0,1
2014-03-10,423900,1,4,1,3
2014-03-11,339300,5,4,1,7
2014-03-12,406600,6,4,1,7
2014-03-13,305100,4,4,1,7
2014-03-14,333300,0,4,1,6
2014-03-15,489000,2,4,0,4
2014-03-16,368300,3,4,0,1
2014-03-17,118800,1,4,1,3
2014-03-18,360200,5,4,1,7
2014-03-19,455000,6,4,1,7
2014-03-20,422700,4,4,1,7
2014-03-21,357500,0,4,1,6
2014-03-22,238300,2,4,0,4
2014-03-23,288900,3,4,0,1
2014-03-24,338200,1,4,1,3
2014-03-25,372700,5,4,1,7
2014-03-26,468900,6,4,1,7
2014-03-27,510400,4,4,1,7
2014-03-28,378700,0,4,1,6
2014-03-29,356900,2,4,0,4
2014-03-30,340100,3,4,0,0
2014-03-31,765300,1,1,0,1
2014-04-02,313900,6,4,1,7
2014-04-03,423800,4,4,1,7
2014-04-04,478100,0,4,1,6
2014-04-05,401700,2,4,0,4
2014-04-06,360500,3,4,0,1
2014-04-07,462300,1,4,1,3
2014-04-08,476200,5,4,1,7
2014-04-09,408700,6,4,1,7
2014-04-10,637200,4,4,1,7
2014-04-11,441100,0,4,1,6
2014-04-12,439100,2,4,0,4
2014-04-13,257900,3,1,0,0
2014-04-14,126200,1,1,0,1
2014-04-15,200600,5,4,1,3
2014-04-16,499800,6,4,1,7
2014-04-17,472100,4,4,1,6
2014-04-18,413600,0,0,0,4
2014-04-19,372300,2,4,0,0
2014-04-20,361100,3,4,0,1
2014-04-21,322500,1,4,1,3
2014-04-22,439100,5,4,1,7
2014-04-23,371700,6,4,1,7
2014-04-24,29300,4,4,1,7
2014-04-25,331000,0,4,1,6
2014-04-26,511300,2,4,0,4
2014-04-27,254000,3,4,0,1
2014-04-28,295200,1,4,1,3
2014-04-29,374100,5,4,1,7
2014-04-30,361500,6,4,1,6
2014-05-01,349200,4,3,0,5
2014-05-02,473000,0,4,1,2
2014-05-03,248200,2,4,0,4
2014-05-04,340500,3,4,0,1
2014-05-05,190900,1,4,1,3
2014-05-06,155700,5,4,1,7
2014-05-07,376700,6,4,1,7
2014-05-08,298800,4,4,1,7
2014-05-09,145900,0,4,1,6
2014-05-10,369500,2,4,0,4
2014-05-11,203300,3,4,0,1
2014-05-12,269600,1,4,1,3
2014-05-13,404800,5,4,1,7
2014-05-14,398400,6,4,1,7
2014-05-15,208600,4,4,1,7
2014-05-16,381900,0,4,1,6
2014-05-17,314500,2,4,0,4
2014-05-18,402100,3,4,0,1
2014-05-19,317200,1,4,1,3
2014-05-20,359700,5,4,1,7
2014-05-21,415100,6,4,1,7
2014-05-22,277200,4,4,1,7
2014-05-23,205200,0,4,1,6
2014-05-24,480300,2,4,0,4
2014-05-25,418700,3,4,0,1
2014-05-26,421500,1,4,1,3
2014-05-27,492600,5,4,1,7
2014-05-28,321100,6,4,1,7
2014-05-29,561100,4,4,1,7
2014-05-30,341900,0,4,1,6
2014-05-31,340000,2,4,0,4
2014-06-01,395500,3,4,0,1
2014-06-02,639000,1,4,1,3
2014-06-03,364400,5,4,1,7
2014-06-04,334900,6,4,1,7
2014-06-05,519100,4,4,1,7
2014-06-06,442000,0,4,1,6
2014-06-07,566200,2,4,0,4
2014-06-08,302600,3,4,0,1
2014-06-09,482500,1,4,1,3
2014-06-10,544900,5,4,1,7
2014-06-11,452800,6,4,1,7
2014-06-12,374100,4,4,1,7
2014-06-13,337400,0,4,1,6
2014-06-14,353900,2,4,0,4
2014-06-15,441700,3,4,0,1
2014-06-16,284100,1,4,1,3
2014-06-17,331000,5,4,1,7
2014-06-18,250800,6,4,1,7
2014-06-19,351900,4,4,1,7
2014-06-20,330000,0,4,1,6
2014-06-21,191000,2,4,0,4
2014-06-22,263400,3,4,0,1
2014-06-23,270000,1,4,1,3
2014-06-24,293300,5,4,1,7
2014-06-25,344400,6,4,1,7
2014-06-26,259800,4,4,1,7
2014-06-27,297700,0,4,1,6
2014-06-28,382600,2,4,0,4
2014-06-29,317400,3,4,0,1
2014-06-30,344000,1,4,1,3
2014-07-01,699500,5,4,1,7
2014-07-02,229700,6,4,1,7
2014-07-03,255000,4,4,1,7
2014-07-04,425200,0,4,1,6
2014-07-05,229300,2,4,0,4
2014-07-06,268100,3,4,0,1
2014-07-07,378700,1,4,1,3
2014-07-08,292100,5,4,1,7
2014-07-09,327100,6,4,1,7
2014-07-10,364800,4,4,1,7
2014-07-11,266800,0,4,1,6
2014-07-12,333700,2,4,0,4
2014-07-13,448200,3,4,0,1
2014-07-14,337300,1,4,1,3
2014-07-15,244800,5,4,1,7
2014-07-16,401600,6,4,1,7
2014-07-17,360600,4,4,1,7
2014-07-18,351700,0,4,1,6
2014-07-19,380500,2,4,0,4
2014-07-20,326600,3,4,0,1
2014-07-21,300400,1,4,1,3
2014-07-22,326200,5,4,1,7
2014-07-23,350400,6,4,1,7
2014-07-24,386600,4,4,1,7
2014-07-25,404600,0,4,1,6
2014-07-26,316900,2,4,0,4
2014-07-27,204100,3,4,0,1
2014-07-28,332000,1,4,1,2
2014-07-29,164900,5,2,0,5
2014-07-30,288000,6,4,1,3
2014-07-31,424100,4,4,1,7
2014-08-01,528200,0,4,1,6
2014-08-02,551300,2,4,0,4
2014-08-03,99600,3,4,0,1
2014-08-04,639200,1,4,1,3
2014-08-05,594800,5,4,1,7
2014-08-06,525100,6,4,1,7
2014-08-07,443700,4,4,1,7
2014-08-08,540500,0,4,1,6
2014-08-09,266000,2,4,0,4
2014-08-11,137000,1,4,1,3
2014-08-12,281000,5,4,1,7
2014-08-13,92200,6,4,1,7
2014-08-14,399500,4,4,1,6
2014-08-15,308200,0,3,0,4
2014-08-16,369700,2,4,0,0
2014-08-17,390400,3,1,0,1
2014-08-18,189600,1,4,1,3
2014-08-19,328100,5,4,1,7
2014-08-20,352000,6,4,1,7
2014-08-21,292200,4,4,1,7
2014-08-22,398800,0,4,1,6
2014-08-23,335100,2,4,0,4
2014-08-24,314300,3,4,0,1
2014-08-25,246400,1,4,1,3
2014-08-26,224100,5,4,1,7
2014-08-27,369100,6,4,1,7
2014-08-28,555400,4,4,1,6
2014-08-29,201000,0,1,0,4
2014-08-30,272600,2,4,0,0
2014-08-31,289700,3,4,0,1
2014-09-01,557000,1,4,1,3
2014-09-02,390700,5,4,1,7
2014-09-03,415600,6,4,1,7
2014-09-04,493500,4,4,1,7
2014-09-05,437300,0,4,1,6
2014-09-06,360100,2,4,0,4
2014-09-07,334800,3,4,0,1
2014-09-08,362800,1,4,1,3
2014-09-09,481500,5,4,1,7
2014-09-10,438400,6,4,1,7
2014-09-11,439900,4,4,1,7
2014-09-12,490600,0,4,1,6
2014-09-13,505500,2,4,0,4
2014-09-14,452400,3,4,0,1
2014-09-15,336000,1,4,1,3
2014-09-16,323100,5,4,1,7
2014-09-17,381300,6,4,1,7
2014-09-18,348600,4,4,1,7
2014-09-19,336300,0,4,1,6
2014-09-20,288100,2,4,0,4
2014-09-21,396000,3,4,0,1
2014-09-22,146000,1,4,1,3
2014-09-23,514800,5,4,1,7
2014-09-24,367800,6,4,1,7
2014-09-25,275500,4,4,1,7
2014-09-26,408800,0,4,1,6
2014-09-27,409000,2,4,0,4
2014-09-28,212400,3,4,0,1
2014-09-29,125200,1,4,1,3
2014-09-30,467000,5,4,1,7
2014-10-01,671600,6,4,1,6
2014-10-02,134200,4,3,0,4
2014-10-03,200,0,1,0,0
2014-10-04,190500,2,4,0,0
2014-10-05,220800,3,2,0,1
2014-10-07,291600,5,4,1,7
2014-10-08,564600,6,4,1,7
2014-10-09,501200,4,4,1,7
2014-10-10,447900,0,4,1,6
2014-10-11,288600,2,4,0,4
2014-10-12,533200,3,4,0,1
2014-10-13,314800,1,4,1,3
2014-10-14,456400,5,4,1,7
2014-10-15,259900,6,4,1,7
2014-10-16,520500,4,4,1,7
2014-10-17,494200,0,4,1,6
2014-10-18,407300,2,4,0,4
2014-10-19,529100,3,4,0,1
2014-10-20,405300,1,4,1,3
2014-10-21,507000,5,4,1,6
2014-10-22,529000,6,1,0,5
2014-10-23,367200,4,4,1,3
2014-10-24,295100,0,4,1,6
2014-10-25,283200,2,4,0,4
2014-10-26,408100,3,4,0,1
2014-10-27,454500,1,4,1,3
2014-10-28,262200,5,4,1,7
2014-10-29,277500,6,4,1,7
2014-10-30,337800,4,4,1,7
2014-10-31,527700,0,4,1,6
2014-11-01,506900,2,4,0,4
2014-11-02,660500,3,4,0,1
2014-11-03,469700,1,4,1,2
2014-11-04,1600,5,2,0,5
2014-11-05,170400,6,4,1,3
2014-11-06,319500,4,4,1,7
2014-11-07,384400,0,4,1,6
2014-11-08,442400,2,4,0,4
2014-11-09,533300,3,4,0,1
2014-11-10,395600,1,4,1,3
2014-11-11,340200,5,4,1,7
2014-11-12,275700,6,4,1,7
2014-11-13,443700,4,4,1,7
2014-11-14,340800,0,4,1,6
2014-11-15,529500,2,4,0,4
2014-11-16,368600,3,4,0,1
2014-11-17,316800,1,4,1,3
2014-11-18,367900,5,4,1,7
2014-11-19,366200,6,4,1,7
2014-11-20,310100,4,4,1,7
2014-11-21,271300,0,4,1,6
2014-11-22,356600,2,4,0,4
2014-11-23,390100,3,4,0,1
2014-11-24,332000,1,4,1,3
2014-11-25,412300,5,4,1,7
2014-11-26,293800,6,4,1,7
2014-11-27,380300,4,4,1,7
2014-11-28,671600,0,4,1,6
2014-11-29,260500,2,4,0,4
2014-11-30,392300,3,4,0,1
2014-12-01,308400,1,4,1,3
2014-12-02,495000,5,4,1,7
2014-12-03,512800,6,4,1,7
2014-12-04,137000,4,4,1,7
2014-12-05,352800,0,4,1,6
2014-12-06,370300,2,4,0,4
2014-12-07,313900,3,4,0,1
2014-12-08,407400,1,4,1,3
2014-12-09,429100,5,4,1,7
2014-12-10,515800,6,4,1,7
2014-12-11,481200,4,4,1,7
2014-12-12,646400,0,4,1,6
2014-12-13,355100,2,4,0,4
2014-12-14,346000,3,4,0,1
2014-12-15,427400,1,4,1,3
2014-12-16,254700,5,4,1,7
2014-12-17,332200,6,4,1,7
2014-12-18,424800,4,4,1,7
2014-12-19,423400,0,4,1,6
2014-12-20,380800,2,4,0,4
2014-12-21,409800,3,4,0,1
2014-12-22,177600,1,4,1,3
2014-12-23,340100,5,4,1,7
2014-12-24,433500,6,4,1,6
2014-12-25,351100,4,0,0,5
2014-12-26,239800,0,4,1,2
2014-12-27,396900,2,4,0,4
2014-12-28,315000,3,4,0,1
2014-12-29,367500,1,4,1,3
2014-12-30,531100,5,4,1,7
2014-12-31,679200,6,4,1,6
2015-01-01,539200,4,0,0,5
2015-01-02,441400,0,4,1,2
2015-01-03,507000,2,4,0,4
2015-01-04,291600,3,2,0,1
2015-01-05,204600,1,4,1,3
2015-01-06,468200,5,4,1,7
2015-01-07,344300,6,4,1,7
2015-01-08,422800,4,4,1,7
2015-01-09,362400,0,4,1,6
2015-01-10,394400,2,4,0,4
2015-01-11,469700,3,4,0,1
2015-01-12,416000,1,4,1,3
2015-01-13,365500,5,4,1,7
2015-01-14,287400,6,4,1,6
2015-01-15,313100,4,1,0,4
2015-01-16,228000,0,3,0,0
2015-01-17,331600,2,1,0,0
2015-01-18,349800,3,4,0,1
2015-01-19,26600,1,4,1,3
2015-01-20,328100,5,4,1,7
2015-01-21,319700,6,4,1,7
2015-01-22,366500,4,4,1,7
2015-01-23,151300,0,4,1,6
2015-01-24,315600,2,4,0,4
2015-01-25,266400,3,4,0,0
2015-01-26,284700,1,3,0,1
2015-01-27,340300,5,4,1,3
2015-01-28,378400,6,4,1,7
2015-01-29,344600,4,4,1,7
2015-01-30,415100,0,4,1,6
2015-01-31,556800,2,4,0,4
2015-02-01,394100,3,4,0,1
2015-02-02,515400,1,4,1,3
2015-02-03,504100,5,4,1,7
2015-02-04,462100,6,4,1,7
2015-02-05,455400,4,4,1,7
2015-02-06,274900,0,4,1,6
2015-02-07,350300,2,4,0,4
2015-02-08,430100,3,4,0,1
2015-02-09,357800,1,4,1,3
2015-02-10,388300,5,4,1,7
2015-02-11,346000,6,4,1,7
2015-02-12,467600,4,4,1,7
2015-02-13,424300,0,4,1,6
2015-02-14,333100,2,4,0,4
2015-02-15,227500,3,4,0,1
2015-02-16,405100,1,4,1,3
2015-02-17,359100,5,4,1,7
2015-02-18,201000,6,4,1,7
2015-02-19,392400,4,4,1,7
2015-02-20,256400,0,4,1,6
2015-02-21,329700,2,4,0,4
2015-02-22,261900,3,4,0,1
2015-02-23,346200,1,4,1,3
2015-02-24,323800,5,4,1,7
2015-02-25,424400,6,4,1,7
2015-02-26,361500,4,4,1,7
2015-02-27,403500,0,4,1,6
2015-02-28,537500,2,4,0,4
2015-03-01,519200,3,4,0,1
2015-03-02,482500,1,4,1,3
2015-03-03,665600,5,4,1,7
2015-03-04,485400,6,4,1,7
2015-03-05,384600,4,4,1,7
2015-03-06,227000,0,4,1,6
2015-03-07,375200,2,4,0,4
2015-03-08,37300,3,4,0,1
2015-03-11,6300,6,4,1,7
2015-03-12,509000,4,4,1,7
2015-03-13,409800,0,4,1,6
2015-03-14,382900,2,4,0,4
2015-03-15,344900,3,4,0,1
2015-03-16,519400,1,4,1,3
2015-03-17,365900,5,4,1,7
2015-03-18,335800,6,4,1,7
2015-03-19,413000,4,4,1,7
2015-03-20,338100,0,4,1,6
2015-03-21,428000,2,1,0,4
2015-03-22,328100,3,4,0,1
2015-03-23,343700,1,4,1,3
2015-03-24,457700,5,4,1,7
2015-03-25,378400,6,4,1,7
2015-03-26,404100,4,4,1,7
2015-03-27,352900,0,4,1,6
2015-03-28,64700,2,4,0,4
2015-03-29,246100,3,4,0,1
2015-03-30,424800,1,4,1,3
2015-03-31,511600,5,4,1,7
2015-04-01,549300,6,4,1,6
2015-04-02,413300,4,1,0,4
2015-04-04,246100,2,4,0,0
